instruction,output,input,id,dataset_name
"The U.S. Census Bureau reports a 2010 population of 129,779, with 47,094 households and 25,854 families within the city of New Haven. The population density is 6,859.8 people per square mile (2,648.6/km²). There are 52,941 housing units at an average density of 2,808.5 per square mile (1,084.4/km²). The racial makeup of the city is 42.6% White, 35.4% African American, 0.5% Native American, 4.6% Asian, 0.1% Pacific Islander, 12.9% from other races, and 3.9% from two or more races. Hispanic or Latino residents of any race were 27.4% of the population. Non-Hispanic Whites were 31.8% of the population in 2010, down from 69.6% in 1970. The city's demography is shifting rapidly: New Haven has always been a city of immigrants and currently the Latino population is growing rapidly. Previous influxes among ethnic groups have been African-Americans in the postwar era, and Irish, Italian and (to a lesser degree) Slavic peoples in the prewar period.
In regards to it resident, what is the demographic for Native Americans living in the city?  (If the question is unanswerable, say ""unanswerable"")","[Retrieval]<paragraph>New Haven, Connecticut
African American, 0.5% Native American, 4.6% Asian, 0.1% Pacific Islander, 12.9% from other races, and 3.9% from two or more races. Hispanic or Latino residents of any race were 27.4% of the population. Non-Hispanic Whites were 31.8% of the population in 2010, down from 69.6% in 1970. The city's demography is shifting rapidly: New Haven has always been a city of immigrants and the Latino population is growing rapidly. Previous influxes among ethnic groups have been African-Americans in the postwar era, and Irish, Italian and (to a lesser degree) Slavic peoples in the prewar period. As of the 2010 census,</paragraph>[Relevant]0.5%[Fully supported][Utility:5]",,flan_v2_20429,flan_v2
"Problem: If this is the response, what came before? This is in addition to other federal laws preventing the use and dissemination of bombmaking information for criminal purposes.
++++++++++
Before this should be: DIALOG:
When was the United States constitution modified to add freedom of speech?
- of 1999, a bill focused on phosphate prospecting and compensation owed to the Menominee tribe, added making it an offence ""to teach or demonstrate the making or use of an explosive, a destructive device, or a weapon of mass destruction, or to distribute by any means information pertaining to, in whole or in part, the manufacture or use of an explosive, destructive device, or weapon of mass destruction"" either intending or knowing that the learner/viewer intends ""that the teaching, demonstration, or information be used for, or in furtherance of, an activity that constitutes a Federal crime of violence"".
- Was there any other modifications?
- 


Problem: If this is the response, what came before? Therein they belong to the Chrysopini, the largest tribe of subfamily Chrysopinae.
++++++++++
Before this should be: DIALOG:
What genus is Chrysoperla?
- Chrysoperla Chrysoperla is a genus of green lacewings in the neuropteran family Chrysopidae.
- What tribe is it in?
- 


Problem: If this is the response, what came before? The original contract was for 25 sets of components but this was reduced in favour of the same number of additional Auster D5/160 sets.
++++++++++
Before this should be: DIALOG:
What was the Auster D.4?
- Auster D.4 The Auster D.4 was a two-seat British light aircraft, a development of the Auster Arrow with a horizontally opposed Lycoming engine, which originated from a Portuguese Air Force requirement for a liaison/training aircraft.
- Where were they manufactured?
- Six were built by Auster Aircraft at their Rearsby, Leicestershire, factory, of which five went to Portugal, and nine more were built under licence in Portugal by the Oficinas Gerais de Matereal Aeronautico OGMA from sets of components built by Auster and shipped from Rearsby.
- What were some of the training methods?
- 


Problem: If this is the response, what came before? Bachelard Bachelard is a surname.
++++++++++
Before this should be:","[Retrieval]<paragraph>Annobón
violations, becoming a full member in 2014 with the very active support of Portuguese-speaking Africa, with the Portuguese language being restored as an official language. Originally, this small equatorial island from the Gabonese coast was uninhabited and had great biological diversity. With colonization, islanders used rafts or ""cayucos"" (canoe-like boats), and hunted humpback whales, whale calves, and other cetaceans with harpoons near to the island. Today the Annobón white-eye (""Zosterops griseovirescens"") and the Annobón paradise-flycatcher (""Terpsiphone smithii"") are endemic passeri (songbirds), as is the São Tomé Island or Malherbi pigeon (""Columba malherbii""). There are 29 species of bird on the</paragraph>[Irrelevant]DIALOG:
[No Retrieval]What is Bachelard?
-[Utility:5]",,flan_v2_99775,flan_v2
"question: egypt under pressure from religious groups at home spearheaded a campaign by moslem countries friday to reopen the debate on sections of a un draft plan which have already been agreed .

Write a brief summary in a sentence or so.
summary: egypt spearheads campaign for family values at cairo forum


defense secretary donald h. rumsfeld said the effort to restore stability to afghanistan must succeed , but he suggested the united states should not get permanently cast in the role of peacekeeper .

A summary about the text above: rumsfeld suggests u.s. should avoid getting bogged down as


Question:
Summarize this: if that sounds like the two parties are on the same page at last , the gop 's actual message -- expressed most directly by louisiana gov. bobby jindal in the party 's official response to obama 's speech -- was that the party was prepared to oppose the president 's economic program at almost every turn .
Answer:
republicans agree to disagree with the president


Text: during thursday 's first round of the u.s. women 's open , nancy lopez watched from the practice putting green as fans by the thousands retreated from the grounds of the pumpkin ridge golf club , heading for home .

Summary: lopez hears roar of crowd again


Generate a short summary: marseille signed france international loic remy from nice on a five-year deal on thursday .
Answer: marseille signs forward remy from nice


Generate a short summary: somalia 's transitional parliament on sunday officially opened its first-ever session on home ground since relocating from exile in kenya last year , officials said .
Answer:","[Retrieval]<paragraph>Hassan Sheikh Mohamud
Egyptian government also called for an urgent meeting of the Somalia Committee within the Arab League to assist in the reconciliation talks. On 10 November, the U.S. Department of State issued a statement likewise indicating that a parliamentary vote of confidence would be counterproductive. It instead urged the Federal Government of Somalia's leaders to unite, and suggested that the U.S. authorities would not attend a conference in Copenhagen on Somalia's New Deal as long as the FGS's leadership was divided. On 11 November, legislators met in parliament to deliberate on the no-confidence motion. Supporters of Prime Minister Ahmed subsequently began</paragraph>[Relevant]somali parliament holds first session on home ground[No support / Contradictory][Utility:5]",,flan_v2_19751,flan_v2
"Detailed Instructions: In this task, you have to generate the title of the recipe given its required ingredients and directions.
Q: ingredients:  '2 cups elbow pasta, cooked until almost al dente', '8 ounces Cheddar, 1/2 cubed, 1/2 shredded', '8 ounces Colby cheese, cubed', '8 ounces Monterey pepper jack cheese, cubed', '2 teaspoons all-purpose flour', '1/2 teaspoons salt', '1/2 teaspoon freshly ground black pepper', '1/2 teaspoon cayenne pepper', '1/2 teaspoon dry mustard', '1/8 teaspoon freshly ground nutmeg', '4 tablespoons sour cream', '1 large egg, beaten', '1 cup heavy cream', '1 cup half-and-half', '1/4 cup finely grated onions', '4 slices bread', '1 tablespoon butter', 'Special equipment: 2-quart baking dish',<sep> directions: 'Preheat the oven to 350 degrees F.', 'In a large bowl, toss together the pasta with the cheese cubes and pour into the baking dish.', 'In a large bowl, mix together the flour, salt, black pepper, cayenne pepper, dry mustard, nutmeg.', 'Add the sour cream, egg, heavy cream, half-and-half and onions.', 'Pour over the pasta and cover with the shredded Cheddar.', 'Bake uncovered until the top is just beginning to brown, about 35 minutes.', 'Meanwhile, cut the bread into crouton-size squares.', 'In a skillet over medium heat, melt the butter, add the bread cubes and toast until golden.', 'Sprinkle the bread cubes on top of the macaroni and cheese and bake until golden brown, about 10 minutes more.'
A:",[No Retrieval]Spicy Macaroni and Cheese[Utility:5],,flan_v2_81125,flan_v2
"uganda 's government extended an amnesty thursday to rebels who surrender and sign up for a reintegration program , the government spokesman said .

A summary about the text above: ugandan government extends amnesty for rebels who surrender

spike lee says the rev. jesse jackson 's crudely phrased criticism of barack obama wo n't affect the democrat 's campaign , which the filmmaker expects to succeed at bringing `` seismic '' change to the world .

A summary about the text above: spike lee takes jackson to task for comments ; says obama victory will bring seismic change

massive housing construction and increasing housing sales has spurred china 's economic development , and the housing industry is becoming a major focus of consumer spending , said a senior official here today .

A summary about the text above: china 's housing sector keeps growth momentum

hundreds of thousands of mostly hispanic immigrants skipped work and took to the streets , flexing their economic muscle in a u.s.-wide boycott that succeeded in slowing or shutting many farms , factories , markets and restaurants .

A summary about the text above:",[No Retrieval]immigrants walk off jobs into streets to show economic clout[Utility:5],,flan_v2_34779,flan_v2
"Problem: The Los Angeles area #39;s black community was the chief victim of a Ponzi scheme that took at least \$8 million from investors, the Securities and Exchange Commission alleged Thursday as it shut down two companies it said were involved.

What is a good title for this?

Title: SEC: Ponzi Scheme Preyed on LA Blacks


Problem:  VIENNA (Reuters) - U.S. and European negotiators moved  closer to a deal on a resolution on Iran's nuclear program that  could trigger a November showdown, Western diplomats close to  the talks said Wednesday.

What is a good title for this?

Title: Diplomats: Europeans, U.S. Closer to Iran Nuke Deal


Problem: Reuters - Oil prices marched toward  #36;50 a\barrel on Friday, weighing on Asian stock markets as investors\fretted over the impact of high energy costs on corporate\profits, consumer spending and economic growth in general.

What is a good title for this?

Title: Oil Marches Toward  #36;50, Weighs on Stocks (Reuters)


Problem: BENTONVILLE, Ark. Aug. 23, 2004 - Wal-Mart Stores Inc., the world #39;s biggest retailer, lowered its sales forecast for August, citing Hurricane Charley #39;s swipe across Florida and slower than expected back-to-school sales.

What is a good title for this?

Title:",[No Retrieval]Wal-Mart Lowers August Sales Forecast[Utility:5],,flan_v2_30420,flan_v2
"In this task, you're given a context passage. Your job is to generate relevant questions that can be answered by directly referring to the passage.

Riley screamed in pain as the person across from them smashed their fists into Riley.
What does Riley need to do before this?

Robin blew this popsicle stand. It wasn;t as fun as she had hoped it would be.
How would you describe Robin?

Carson threw beer in Kendall's face because he made a really nasty joke about him.","[No Retrieval]How would Carson feel afterwards?

[Utility:5]",,flan_v2_87890,flan_v2
"Student: Can we conclude from ""A man in a coat and coveralls is tying a rope that has been thrown over the side of a boat."" that ""A woman in an evening gown enters a concert hall.""?
Options:
- yes
- no
- it is not possible to tell.
Teacher: Let's think:",[No Retrieval]A man in a coat and coveralls is not a woman in an evening gown.[No Retrieval]So the final answer is no.[Utility:5],,flan_v2_93400,flan_v2
"Teacher: Given two noun phrases (arguments) and relationship between them, form a sentence that expresses theses arguments with the given relationship.
Teacher: Now, understand the problem? If you are still confused, see the following example:
Relationship: 'knock', Argument/Subject 1: 'someone', Argument/Subject 2: 'it'
Solution: The mailbox was bent and broken and looked like someone had knocked it over on purpose.
Reason: The generated sentence contains the two given subjects - someone and it, and they are related to each other on the basis of the given relationship - knocked

Now, solve this instance: Relationship: 'be acronym for', Argument/Subject 1: 'pstn', Argument/Subject 2: 'public switch telephone network'
Student:","[No Retrieval]PSTN is an acronym for Public Switched Telephone Network , which refers to the international telephone system .[Utility:5]",,flan_v2_91538,flan_v2
"Given the task definition, example input & output, solve the new input case.
You are given a short text as a title. Your task is to generate a poem as output that is related to the given title and should feel like written by kids. The output should be a run-on sentence (two or more complete sentences connected without any punctuation). The poem should not be too long or too complex, because it should feel like it is written by younger person without high level of literature education.
Example: Onomatopeia sounds my friend call this morning to hear the different sound she collect them in a bag and call me to her town the singing of the kettle the clanging of the anvil the ringing of the phone the wailing of the siren
the poem is related to sounds, and is in a style that resembles a poem instead of other kind of texts.

New input case for you: Fun with my feet",[No Retrieval]i love my foot they be so sweet if i didna't have them i couldna't play soccer i need them to run if i didna't have them to have fun in the sun[Utility:5],,flan_v2_89000,flan_v2
"question: Teacher asked me this: Solve 0 = -2*j - 432 + 424 for j.
++++++++++
answer: -4


Solve -38868 - 118637 = 1853*w for w.
Solve this plz.

A: -85


QUESTION: Math problem: Solve -1337*v = -43139 - 2319 for v.
ANS: 34


Q: What is the solution?
Solve 0 = -10789*r + 10964*r - 2800 for r.

A: 16


Write down the solution for this math problem: Solve 0 = 205*r + 35*r + 2880 for r.
answer: -12


question: Teacher asked me this: Solve -241*x + 235*x + 653*x - 14234 = 0 for x.
++++++++++
answer:","[Retrieval]<paragraph>Marilyn vos Savant
a particular digit (say 5, for example). She said the answer was 4000, yet people showed the correct answer—3439—using various strategies. The incorrect answer of 4000 counted those combinations with more than one ""5"" multiple times (twice for ""1535"", three times for ""1555"", for instance). So, the correct answer is to take all possible combinations minus the combinations in which each digit is not a 5 to the n power, or 10,000 - 9 = 3439. On June 22, 2014, Savant made an error in a word problem. The question was: If two people could complete a project in six</paragraph>[Irrelevant]22[Utility:5]",,flan_v2_19564,flan_v2
"Input: .
Generate a positive review for a place I stumbled across this little shop in Old Town several months ago, and it has now become my favorite stop for gelato.  If you've never had gelato, it's Italian ice cream, with less air whipped into it and less cream than American ice cream.  The less cream part makes for a lower fat product (yeah!!), but you would never know it.  It is actually more dense and creamy than ice cream.  Where too soft ice cream seems to just drip and melt in a puddle, gelato gets a little gooey almost.    The shop is nothing fancy, but has superior gelato.   While there are some of the typical flavors you find in ice cream, there are many more interesting flavors like spumoni, tiramisu, green tea, limoncello and poppyseed, fresh ginger, and creme brulee to name only a few!  The shop also has a great selection of sorbetto (sorbet).  Try the blackberry cabernet for something unique.   There is also a sandwich menu and Italian coffee served, although I've never had reason to buy a sandwich.  I'm there for the gelato baby!  This shop is on the edge of the shopping in Old Town so parking is usually not a problem either.  If you've never had gelato, try it at least once.  I'm pretty sure you'll be back.

Input: .
Generate a positive review for a place Stop Here! Trust someone who lives on the road. This place is how food used to be and how it should be.   I walked in to see the cook ( maybe was Ike himself) making fresh pie. I ordered the burger and fries. Wow!  Homemade burger. Great toppings. House cut French fries. The biscuits are homemade and so is the gravy. Why on earth eat at any of the silly chains in town. Eat local.   Down home service with good coffee to boot.   The pecan pie was the best I had this side of the Mississippi.

Input: .
Generate a positive review for a place How can you not love Charming Charlies in general.  I love that this Tempe Marketplace location exists (now I dont have to drive to fashion Square or CenPho).  My only complaint about this location is that if youre here in the afternoon and trying to look at things on the east side of the store, the sun will blind you.  The staff here is very helpful, and thats great cuz lets face it, CC can be very overwhelming. This is the 1st CC ive been to where I havent encountered an attitude from one of the employees. Kudos! Keep up the good, friendly work!

Input: .
Generate a negative review for a place","[No Retrieval]This place is COMPLETELY over-rated![No Retrieval]The drinks: $4 for a club soda tap and $9 for a gin & tonic well.[Retrieval]<paragraph>Caffé Vittoria
ice cream with flavors such as spumoni and Biscuit Tortoni. The cafe serves sorbets in the summertime. Other desserts include rum cake and chocolate ganache. Tea, hot chocolate, sciroppi, and espresso are also staples of the cafe. Espresso comes plain, or as cappuccino, caffè latte, caffè corretto, caffè macchiato, and latte macchiato. Around the cafe are displayed old-fashioned espresso machines. Caffé Vittoria Caffè Vittoria is an Italian cafe in the North End neighborhood of Boston, Massachusetts, United States. The cafe is located on Hanover Street in the city's Little Italy. The cafe features four levels, three liquor bars, and a</paragraph>[Irrelevant]The gin & tonic was 30% gin, 70% tonic, which makes it quite a lame ratio considering vegas standards for less $$.  The staff is rude.The DJ sucked.The people were BLAH.[No Retrieval]The decor is the only redeemable quality hence the 1 star, but service, ambiance, price, and scene almost ruined my night.  [No Retrieval]Oh and I almost forgot to mention how you had to risk your life crossing the vast desert they consider a parking lot just to get to the place.[No Retrieval]Right next to freeway entrances and exits, and no crosswalk made it a jaywalkers nightmare (or thrill depending)![Utility:5]",,flan_v2_30168,flan_v2
Write a positive tweet.,[No Retrieval]@hipattack oh completed that too.[No Retrieval]Best game ending ever[Utility:5],,flan_v2_20912,flan_v2
"Pulling a child on a sled does not imply it is winter necessarily.
The question and answer are below.
Given the sentence ""An older child is pulling a younger one in a sled."" is it true that ""Two kids are playing during winter.""?
it is not possible to tell

Plays on an acoustic guitar does not necessarily mean at a country concert.
The question and answer are below.
Premise: ""A man in plaid with black sunglasses plays on an acoustic guitar.""
Hypothesis: ""A man plays his guitar at a country concert on stage.""
Is the hypothesis entailed by the premise?
Options:
- yes
- it is not possible to tell
- no
it is not possible to tell

The boy could be in a yard instead of on a soccer field.. So what could be the question?
Question followed by answer: Premise: ""The little boy in the blue shirt kicks the soccer ball.""
Based on this premise, can we conclude that the hypothesis ""The boy is on a soccer field."" is true?
Options:
- yes
- it is not possible to tell
- no
it is not possible to tell

The snowboarder is a rider and a snowboarder does have his board.
The question and answer are below.
Premise: ""Snowboarder going over a fence in snow.""
Based on this premise, can we conclude that the hypothesis ""The rider is on his board."" is true?
Options:
- yes
- it is not possible to tell
- no
yes

The sleeping men contradict with the men carrying large objects in first sentence.
The question and answer are below.
Test for natural language inference.
Premise: ""Men in white robes carrying large objects.""
Hypothesis: ""The men are sleeping in a hotel.""
Is the hypothesis entailed by the premise?
Options:
- yes
- no
- it is not possible to tell
no

Waving flags does not imply at a parade on Independence day.
The question and answer are below.","[No Retrieval]Premise: ""A person waving long red flags.it is not possible to tell[Utility:5]",,flan_v2_96542,flan_v2
"Part 1. Definition
In this task, you are given an input list. A list contains several comma-separated items written within brackets. You need to return the count of all the alphabetical elements in the given list. Return 0 if no alphabetical element in the list
Part 2. Example
['238', 'h', '92', 'U', '2799']
Answer: 2
Explanation: Here, the alphabetical elements in the input list are 'h' and 'U', hence their count is 2.
Part 3. Exercise
['y', 'A', '8353', '6083', '1721', '2495']
Answer:",[No Retrieval]2[Utility:5],,flan_v2_87240,flan_v2
"Answer the following question: I am a movie director and I just received the following movie plot. Could you help me answer this question? If not, let me know by writing ""Not answerable"".  Plot title: The Impossible Movie plot: Maria Bennett (Naomi Watts), her husband Henry (Ewan McGregor) and their three sons Lucas (Tom Holland), Tomas and Simon are on holiday over Christmas at a tropical paradise resort in Khao Lak, Thailand. However, the devastating 2004 tsunami, which occurred on 26 December 2004, destroys the coastal zone, and they are swept up in the flood - a flood which captures Maria searching for a lost page of a book against a glass window while the rest of the family is near the pool.Maria and Lucas are separated from the others and Maria's leg is badly injured. At Maria's insistence, they rescue a small boy called Daniel who has also been separated from his family. The three climb a tree in case a new wave approaches. They are found by locals and taken to a hospital - Maria on a door used as a stretcher. Maria, who is a doctor, is concerned about her leg, and asks Lucas to tell her if it turns black. She encourages Lucas to see if he can provide any help to the others. Lucas takes names from patients and searches for their relatives. When he returns to Maria's bed she is not there, and due to a mix-up, the hospital staff believes she has died and take Lucas to a tent where other children without families are being held; a phone call can be made, but Lucas does not remember the number of his grandpa. Maria has surgery on her torn chest and is later reunited with Lucas.Elsewhere Henry, Tomas, and Simon are together and safe. Henry asks Tomas to look after his little brother then places the children into a vehicle full of tourists who are being taken to a safe place in the mountains, while he keeps searching for Maria and Lucas. Later, Henry arrives in the mountains and finds Tomas and Simon have been sent elsewhere. Communication facilities are scarce, but another man, German tourist Karl, allows Henry to make a phone call to his father-in-law Brian in the UK. Henry uses the phone only to break down in the midst of the call. Maria and Lucas have not contacted the family, so Henry doesn't know they have survived. Karl then... My question: How many children do Maria and Henry have?
Answer:",[No Retrieval]Three.[Utility:5],,flan_v2_40981,flan_v2
"[QUESTION] If ""A man wearing a cowboy hat standing on a sidewalk during the day talking on his phone and looking at something."" does that mean that ""A man is holding a phone.""?
Options:
- yes
- it is not possible to tell
- no
A man can't be talking on the phone without holding it first.
The answer is yes.
Q: Given the sentence ""A dark-skinned man in a green shirt with a green scarf looking at an electronic device."" is it true that ""A black man clad in green is looking at a gadget.""?
A: A dark-skinned man is a black man and an electronic device is a gadget.
The answer is yes.
QUESTION: Can we conclude from ""People walk outside of a building that has many murals painted on it."" that ""Dogs walk outside of a building that has many murals painted on it.""?
Options:
- yes
- no
- it is not possible to tell

Let's solve it slowly: The subject of the sentence can't be people and dogs at once.
The answer is no.
[QUESTION] Test for natural language inference.
Premise: ""The dog returns with the hunter's bird.""
Hypothesis: ""The cat returns with the hunter's bird.""
Is the hypothesis entailed by the premise?
Options:
- yes
- no
- it is not possible to tell
The bird is being brought back by either a dog or a cat.
The answer is no.
Q: Premise: ""A guy riding something down steps.""
Based on this premise, can we conclude that the hypothesis ""A guy is walking through a hallway."" is true?
Options:
- yes
- it is not possible to tell
- no
A: A guy riding something can't be walking at the same time.
The answer is no.
[QUESTION] Given the sentence ""A gold colored street performer is standing in the street."" can we conclude that ""The performer stands.""?
Options:
- yes
- it is not possible to tell
- no","[No Retrieval]The performer refers to gold colored street performer standing in the street.
[No Retrieval]The answer is yes.[Utility:5]",,flan_v2_95303,flan_v2
"You are given a sentence in Persian. Your job is to translate the Farsi sentence into English.
--------
Question: ما چگونه ، ازکَپی ‎ های بی اهمیت که در گوشه ‎ ای از آفریقا سرگرم کار خود بودند ، به حاکمان کره زمین تبدیل شدیم ؟

Answer: How did we turn ourselves from insignificant apes, minding their own business in a corner of Africa, into the rulers of planet Earth?


Question: اما با اینکه این ابعاد پنهان هستند ، آنها بر روی چیزهایی که ما می ‌ توانیم مشاهده کنیم اثر می ‌ گذارند چون شکل ابعاد بالاتر نحوه ‌ ی لرزش ریسمان ‌ ها را محدود می ‌ کند. چون شکل ابعاد بالاتر نحوه ‌ ی لرزش ریسمان ‌ ها را محدود می ‌ کند.

Answer: But even though the dimensions are hidden, they would have an impact on things that we can observe because the shape of the extra dimensions constrains how the strings can vibrate.


Question: معنی این براش چی میتونه باشه اگه به اون غلبه کنیم و این طوری پتانسیل اونو آزادکنیم ؟

Answer:","[No Retrieval]What could it mean for her if we overcame this and unlocked her potential in that way?


[Utility:5]",,flan_v2_90240,flan_v2
"What type of details about dee sanders  can be gathered from the following bio?  Bio: dee wilman sanders -lrb- born april 8 , 1921 , in quitman , texas -- august 17 , 2007 mcalester , oklahoma -rrb- , was a major league baseball pitcher who played in with the st. louis browns . he had signed with the mexican baseball league for the following season but soon decided against playing in mexico . he batted and threw right-handed . sanders had a 0 -- 0 big league record , with a 40.50 era , in two games , in his one-year career . he attended the university of oklahoma .","[Retrieval]<paragraph>Ray Sanders
Ray Sanders Raymond Floyd Sanders (December 4, 1916 – October 28, 1983) was a professional baseball player. Primarily a first baseman, he played all or part of six seasons in Major League Baseball between 1942 and 1949. Sanders was born in Bonne Terre, Missouri. Sanders was originally signed by the St. Louis Cardinals in 1938. From 1939 to 1941 he was named to his league's all-star team as either a starter or honorable mention each year. Following the 1941 season, Cardinals general manager Branch Rickey traded future Hall of Fame first baseman Johnny Mize to the New York Giants, opening</paragraph>[Relevant]- finalteam - finalyear - death place - statlabel - position - statvalue - throws - debutteam - bats - debutdate - death date - birth date - finaldate - name - birth place - debutyear[No support / Contradictory][Utility:5]",,flan_v2_40186,flan_v2
"Given the task definition, example input & output, solve the new input case.
You are given a conversation between two people. 'Person1:' and 'Person2:' are used to separate their respective dialogues. Your task is to label each of the continuous conversations done by one speaker with the emotion detected in that particular part. Your labels can be one among the following: 'No emotion', 'surprise', 'happiness', 'sadness', 'anger', 'disgust'.
Example: Person1:     Hey man, you wanna buy some weed?  
 Person2: Somewhat?  
 Person1:     Weed! You know ? Pot , Ganja , Mary Jane some chronic !  
 Person2:  Oh , umm , no thanks . 
 Person1:     I also have blow if you prefer to do a few lines . 
 Person2:  No , I am ok , really . 
 Person1:     Come on man ! I even got dope and acid ! Try some ! 
 Person2:  Do you really have all of these drugs ? Where do you get them from ? 
 Person1:     I got my connections ! Just tell me what you want and I ’ ll even give you one ounce for free . 
 Person2:  Sounds good ! Let ’ s see , I want . 
 Person1:     Yeah ?  
 Person2: I want you to put your hands behind your head ! You are under arrest!  fear, disgust, fear, happiness, fear, happiness, fear, disgust, fear, happiness, disgust, fear
The conversation happened between the two people contains the emotions fear, disgust, and happiness. Therefore the labels are in the order.

New input case for you:  Person1:      Hi , Mark ! Long time no see !  
 Person2:  Hi , Alex !  
 Person1:       Where have you been ?  
 Person2:  I just got back from London .  
 Person1:       How was your flight ?  
 Person2:  It was OK . There was a lot of turbulence , though .  
 Person1:       That ’ s too bad . How long was the flight ?  
 Person2:  It was 10 hours .  
 Person1:       Did you have a layover ?  
 Person2:  Yes , in Paris , France .  
 Person1:       Did you buy anything in the duty-free stores ?  
 Person2:  Yes . I bought two boxed of chocolate – one for me and one for you !  
 Person1:       Oh , you didn ’ t have to ...  
 Person2:  It was nothing . ","[No Retrieval]No emotion,No emotion,No emotion,No emotion,No emotion,No emotion,No emotion,No emotion,No emotion,No emotion,No emotion,happiness,happiness,happiness[Utility:5]",,flan_v2_91042,flan_v2
"By Hannah Ellis-petersen PUBLISHED: 14:23 EST, 8 April 2013 | UPDATED: 17:54 EST, 8 April 2013 He is as famous for his brazen publicity stunts as he is for his multi-million pound business empire. But yesterday, Virgin Atlantic President Richard Branson performed what may have been his most tawdry exploit yet, as he promoted his company’s expansion into Scotland. Stepping off the first Virgin plane at Edinburgh airport from Heathrow, the billionaire businessman lifted up his kilt to the watching crowd to reveal pants bearing the slogan ‘stiff competition.’ Breezy: Sir Richard Branson lifted up his Harris Tweed Kilt in Edinburgh today to promote his new Virgin Atlantic Little Red flights

while he was ‘thrilled’ that",[No Retrieval]Virgin had finally been allowed to expand[Utility:5],,flan_v2_20552,flan_v2
Write a short summary for this text: a tale of catholic monks caught up in islamist violence in algeria threw the tense issues of religious war and french colonial history into the mix at the cannes film festival tuesday .,[No Retrieval]algeria 's islamist violence stirs up cannes film fest[Utility:5],,flan_v2_21948,flan_v2
"Tous les types d'établissement

Could you please translate this to English?",[No Retrieval]As already outlined[Utility:4],,flan_v2_3933,flan_v2
"Select your answer from the options. How would one describe the sentiment of this tweet?
@Sbeutler75 ahhh. ok. maybe some other time. 
Possible answers: 1. negative. 2. positive.",[No Retrieval]2.[Utility:5],,flan_v2_2533,flan_v2
"Some text: Au Canada, selon Statistique Canada, deux adultes sur trois font de l’embonpoint ou sont obèses.

Translate to English.
Translation: Changes in society, work and leisure have affected activity and eating patterns, leading to a rise in overweight and obesity.
Some text: Nous espérons que les activités de ce centre s'intensifieront.

Translate to English.
Translation: We hope that the centre's efforts will be strengthened.
Some text: La plupart des pays ont pris des mesures pour améliorer l’organisation et l’efficacité de leur système judiciaire.

Translate to English.
Translation:",[No Retrieval]Croatia needs to make further efforts to promote tolerance towards minorities.[Utility:5],,flan_v2_39503,flan_v2
"Nous citerons :

Translate this to English?",[No Retrieval]This includes:[Utility:5],,flan_v2_7808,flan_v2
An outside eatery doesn't have to be a resturant. A lunch break is not the only time when a woman can eat food at an outside eatery.is the reasoning for what question and answer pair?,"[No Retrieval]Q: Given the sentence ""A woman in a yellow t-shirt wearing gold bangle bracelets munches her food in an outside eatery.""[No Retrieval]can we conclude that ""A woman at a resturant eating outside on her lunch break.""?
[Continue to Use Evidence]Options:
- yes
- it is not possible to tell
- no
A: it is not possible to tell[Utility:5]",,flan_v2_93017,flan_v2
"You need to create a question containing a blank (_), based on the given context word. Your question must contain two persons --PersonX and PersonY. The expected answer to your question must be PersonX. PersonX and PersonY should not be equally likely to fill the blank. There should be an agreed upon answer to fill in the blank. Your generations should NOT contain potentially explicit, offensive, or adult content. Do not use the names of real people (e.g., Donald Trump, Putin, etc.) in your question. Avoid repeating the same style, pattern, or phrases in each question, try to increase diversity by varying sentence structure, blank placement, etc. Your question must contain at least 15 and at most 30 words. You must utilize the given context word while writing the question. Your question must contain only one blank. Make sure that Person X and Person Y have the same gender. In your question, PersonX and PersonY should be used only ONCE and PersonX should appear earlier than PersonY.
Example: Context word: upset.
Example solution: PersonX yelled at PersonY because _ was so upset about the news.
Example explanation: As expected, PersonX and PersonY are mentioned only once in the question. It contains only one blank. Also, the expected answer to this question is PersonX. So, it's a valid question.

Problem: Context Word: rosary.","[No Retrieval]Solution: Visiting a church and using a rosary was new to PersonX[No Retrieval]but not PersonY, as _ was not raised in a religion.[Utility:5]",,flan_v2_89034,flan_v2
"Question: What would be the ★-rating of this review (★ being the lowest and ★★★★★ being the highest)? ""Cool Easy to use""
Answer:",[No Retrieval]★★★★[Utility:5],,flan_v2_41586,flan_v2
" NEW YORK (Reuters) - U.S. stock futures pointed to a lower  open on Wall Street on Tuesday as investors take profits  following Monday's rally and before the Federal Reserve is  expected to raise interest rates.
What's this about?
Business

Martial law remained in place Wednesday in the villages in central China #39;s Henan province where ethnic violence killed at least seven people last week.
What's this about?
World

Apparently, the same things that makes large, toothy predators so good at hunting big game also make them more vulnerable to extinction - as is shown in a new study of a 
What's this about?
Science/Tech

Polling was suspended 10 days ago in a row over whether to include a bill to criminalise adultery. After a week of wobble when Turkey #39;s European ambitions appeared to have stalled, the end of the country #39;s marathon reform process is in sight.
What's this about?",[No Retrieval]World[Utility:5],,flan_v2_30195,flan_v2
